faculty,application,lowest_score,highest_score
دیپارتمنت اداره و دیپلوماسی (ذکور) پوهنځی حقوق و علوم سیاسی پوهنتون هرات ,60,229.6904,297.0885
دیپارتمنت زبان و ادبیات انگلیسی (ذکور) پوهنځی زبان و ادبیات پوهنتون هرات ,60,219.4593,292.2166
دیپارتمنت پلانگذاری (ذکور) پوهنځی انجنیری پوهنتون هرات ,60,207.488,286.9245
دیپارتمنت زبان و ادبیات فارسی دری (ذکور) پوهنځی زبان و ادبیات پوهنتون هرات ,60,176.4262,286.1028
دیپارتمنت زبان و ادبیات انگلیسی (ذکور) پوهنځی تعلیم و تربیه پوهنتون هرات ,60,189.7714,283.0789
دیپارتمنت علوم حیوانی (ذکور) پوهنځی زراعت پوهنتون هرات ,60,152.1646,282.7863
دیپارتمنت فقه و قانون (ذکور) پوهنځی شرعیات پوهنتون هرات ,60,214.2431,282.0515
دیپارتمنت ژورنالیزم (ذکور) پوهنځی ژورنالیزم و ارتباطات جمعی پوهنتون هرات ,60,194.7896,277.7263
دیپارتمنت ریاضی (ذکور) پوهنځی تعلیم و تربیه پوهنتون هرات ,60,152.9379,277.5833
دیپارتمنت اقتصاد و توسعۀ زراعتی (ذکور) پوهنځی زراعت پوهنتون هرات ,60,187.5989,275.6385
دیپارتمنت روانشناسی و علوم تربیتی (ذکور) پوهنځی تعلیم و تربیه پوهنتون هرات ,60,190.4369,275.523
دیپارتمنت پالیسی عامه (ذکور) پوهنځی اداره و پالیسی عامه پوهنتون هرات ,60,176.9586,274.929
دیپارتمنت مدیریت انکشاف (ذکور) پوهنځی اداره و پالیسی عامه پوهنتون هرات ,60,190.5964,273.8994
دیپارتمنت ریاضی (ذکور) پوهنځی ساینس پوهنتون هرات ,60,156.305,273.5595
دیپارتمنت تعلیمات اسلامی (ذکور) پوهنځی شرعیات پوهنتون هرات ,60,216.5553,268.8636
دیپارتمنت زبان و ادبیات عربی (ذکور) پوهنځی زبان و ادبیات پوهنتون هرات ,60,171.9602,264.5802
دیپارتمنت گرافیک (ذکور) پوهنځی هنرهای زیبا پوهنتون هرات ,60,175.4428,261.036
دیپارتمنت خطاطی و نقاشی (ذکور) پوهنځی هنرهای زیبا پوهنتون هرات ,60,151.0382,254.5383
دیپارتمنت زبان و ادبیات آلمانی (ذکور) پوهنځی زبان و ادبیات پوهنتون هرات ,60,155.6197,253.5978
دیپارتمنت روابط عمومی (ذکور) پوهنځی ژورنالیزم و ارتباطات جمعی پوهنتون هرات ,60,169.1255,251.1019
دیپارتمنت فزیک (ذکور) پوهنځی ساینس پوهنتون هرات ,60,159.9449,249.1494
انستیتیوت اداره و حسابداری (ذکور) ولایت هرات ,60,169.7635,245.3742
دیپارتمنت هارتیکلچر (باغداری) (ذکور) پوهنځی زراعت پوهنتون هرات ,60,152.5518,245.1014
دیپارتمنت کیمیا (ذکور) پوهنځی ساینس پوهنتون هرات ,60,153.8146,239.0602
دیپارتمنت تکنالوژی مواد غذایی (ذکور) پوهنځی زراعت پوهنتون هرات ,60,168.5513,238.8292
دیپارتمنت جغرافیه (ذکور) پوهنځی تعلیم و تربیه پوهنتون هرات ,60,161.5465,236.7205
دیپارتمنت اگرانومی (ذکور) پوهنځی زراعت پوهنتون هرات ,60,156.2852,235.4368
دیپارتمنت حفاظۀ نباتات (ذکور) پوهنځی زراعت پوهنتون هرات ,60,157.8164,234.8901
دیپارتمنت تاریخ (ذکور) پوهنځی علوم اجتماعی پوهنتون هرات ,60,152.6673,233.888
دیپارتمنت زبان و ادبیات پشتو (ذکور) پوهنځی تعلیم و تربیه پوهنتون هرات ,60,152.8037,229.8323
دیپارتمنت زبان و ادبیات پشتو (ذکور) پوهنځی زبان و ادبیات پوهنتون هرات ,60,155.6912,229.8312
دیپارتمنت بیولوژی (ذکور) پوهنځی ساینس پوهنتون هرات ,60,155.4613,228.9204
دیپارتمنت مشاوره (ذکور) پوهنځی تعلیم و تربیه پوهنتون هرات ,60,150.926,228.7565
دیپارتمنت میناتوری (ذکور) پوهنځی هنرهای زیبا پوهنتون هرات ,60,161.849,225.8723
دیپارتمنت جغرافیه (ذکور) پوهنځی علوم اجتماعی پوهنتون هرات ,60,153.9026,222.9837
انستیتیوت تخنیکی (ذکور) ولایت هرات ,60,150.5135,222.7813
دیپارتمنت بیولوژی (ذکور) پوهنځی تعلیم و تربیه پوهنتون هرات ,60,150.0383,221.6593
دیپارتمنت جامعه شناسی (ذکور) پوهنځی علوم اجتماعی پوهنتون هرات ,60,151.2912,221.2413
دیپارتمنت کیمیا (ذکور) پوهنځی تعلیم و تربیه پوهنتون هرات ,60,157.9286,215.496
دیپارتمنت خاکشناسی (ذکور) پوهنځی زراعت پوهنتون هرات ,60,150.9007,213.483
انستیتیوت کثیرالرشتوی ولسوالی کرخ (ذکور) ولایت هرات ,60,213.2861,213.2861
دیپارتمنت فزیک (ذکور) پوهنځی تعلیم و تربیه پوهنتون هرات ,60,150.1032,213.2179
دیپارتمنت جنگلات و منابع طبیعی (ذکور) پوهنځی زراعت پوهنتون هرات ,60,155.326,209.1589
انستیتیوت زراعت و وترنری (ذکور) ولایت هرات ,60,158.1167,204.7391
دیپارتمنت تاریخ (ذکور) پوهنځی تعلیم و تربیه پوهنتون هرات ,60,150.9733,200.8275
دیپارتمنت زبان و ادبیات فارسی دری (ذکور) پوهنځی تعلیم و تربیه پوهنتون هرات ,60,151.9798,197.0292
دیپارتمنت تربیت بدنی (ذکور) پوهنځی تعلیم و تربیه پوهنتون هرات ,60,152.1646,193.8711
انستیتیوت صنایع بهزاد (ذکور) ولایت هرات ,60,150.9282,182.5147
